meanSpecCentroid,stdSpecCentroid,meanSpecBandwidth,stdSpecBandwidth,meanSpecContrast,stdSpecContrast,meanSpecRollof,stdSpecRollof,meanSpecFlux,stdSpecFlux,meanZCR,stdZCR,meanTempo,stdTempo,meanMFCC_01,stdMFCC_01,meanMFCC_02,stdMFCC_02,meanMFCC_03,stdMFCC_03,meanMFCC_04,stdMFCC_04,meanMFCC_05,stdMFCC_05,meanMFCC_06,stdMFCC_06,meanMFCC_07,stdMFCC_07,meanMFCC_08,stdMFCC_08,meanMFCC_09,stdMFCC_09,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,meanChromaSTFT_01,stdChromaSTFT_01,meanChromaSTFT_02,stdChromaSTFT_02,meanChromaSTFT_03,stdChromaSTFT_03,meanChromaSTFT_04,stdChromaSTFT_04,meanChromaSTFT_05,stdChromaSTFT_05,meanChromaSTFT_06,stdChromaSTFT_06,meanChromaSTFT_07,stdChromaSTFT_07,meanChromaSTFT_08,stdChromaSTFT_08,meanChromaSTFT_09,stdChromaSTFT_09,meanChromaSTFT_10,stdChromaSTFT_10,meanChromaSTFT_11,stdChromaSTFT_11,meanChromaSTFT_12,stdChromaSTFT_12,meanMelScale_01,stdMelScale_01,meanMelScale_02,stdMelScale_02,meanMelScale_03,stdMelScale03,meanMelScale_04,stdMelScale_04,meanMelScale_05,stdMelScale_05,meanMelScale_06,stdMelScale_06,meanMelScale_07,stdMelScale_07,meanMelScale_08,stdMelScale_08,meanMelScale_09,stdMelScale_09,meanMelScale_10,stdMelScale_10,meanTonnetz_01,stdTonnetz_01,meanTonnetz_02,stdTonnetz_02,meanTonnetz_03,stdTonnetz_03,meanTonnetz_04,stdTonnetz_04,meanTonnetz_05,stdTonnetz_05,meanTonnetz_06,stdTonnetz_06,genre
0.6152341304065316,-0.11086125437292838,0.9999999999999998,-0.5517014163959194,-0.18082291775632342,-0.6692964591535111,1.0000000000000002,-0.22331078454090092,-0.19549784283647398,-0.30599488603645286,-0.07095197993688651,-0.2256333398010021,0.04000000000000048,-1.0,0.4649986025053367,-0.47899722673725453,-0.5118994983195572,-0.613939912325314,0.542411740873922,-0.6343806010975865,-0.19053599755958528,-0.030271327059048003,0.5072205518530633,-0.38268287605662377,-0.2625842973020613,-0.07206224599881206,0.6210502565990634,0.13516036147323618,-0.3170245595081217,0.5126231190875452,0.6360427587757255,-0.2045934398791036,-0.3015938583452252,0.5705441052977935,-0.1146983696010489,-0.5567415610627342,-0.42063623828736657,-0.7772619681516664,-0.025472271981139216,-0.5277279844018117,-0.38550105822848824,0.4769008918438846,-0.6010797393135947,-0.3539340852261962,-0.49316669183574724,-0.26036024774534083,-0.5538682844197497,-0.2082205255936681,-0.35170662130632524,0.37358254773586697,-0.5947017934079657,-0.022115910212278322,-0.2229535786848671,-0.1257708533004891,0.6485197714388451,0.6621921745064356,-0.2438546081310562,0.19974738933653735,-0.3201106818493502,0.1773136559568942,-0.5990193444826762,-0.09564936243731603,-0.4560152861910043,-0.008172969517218354,0.429327068777911,0.4610323268650529,0.25821766163933113,0.525902892557002,0.18108504127793656,0.10407626580158658,0.38112516329781065,-0.2853573106697588,0.32355861261687785,-0.28976976017687917,0.2079265799817097,-0.04687886828470189,0.22832599473947315,-0.4624301582548638,0.3702556357393493,-0.4039306157195366,0.4159560757258147,-0.41778264388102104,0.5017568863284165,-0.20501351245386346,0.0076297797584861105,-0.044169440840143626,0.6968970609682787,-0.34215756871513825,0.36749597750575974,-0.34164939839455766,0.08590855609009512,-0.003350789431713519,0.26885284887998656,-0.7277723806318217,-0.0068174587780537865,0.11880575879081179,Pop
0.7155213330598338,0.2589903476760247,0.9155691066304337,-0.310348515893223,-0.46077931257928073,-0.5234837647071287,0.9025786900180341,0.1248869243031363,0.7830793358962818,0.03884608258692879,-0.0378774558343129,-0.20564153093378534,-0.3933333333333331,-1.0,0.5789157880827893,-0.23197724918921525,-0.6756630300494869,0.10560428189513549,0.7097237798044214,0.07565911624502841,-0.1475402325624411,0.2727515140901209,0.6786003578079328,-0.0855900357483308,-0.06047329804880752,0.7422462456458445,0.673713834422758,0.9964350147928607,0.19123822095681745,0.8210117426284804,0.6945359545094263,0.48015946189219294,0.030923140565934815,0.36534600272961604,0.03303516023687397,-0.4776170004689483,0.05989844404622882,-0.5054678738548174,0.30872125650035565,0.03864540004879058,0.004924476802492528,0.5326904218009838,-0.16040168501376184,0.21728091826274754,-0.12785766173090485,0.20973421813763848,0.3041247577551329,0.5832234574546129,0.15078181462267137,0.36646359415023344,-0.11660286425349231,0.4378561144346911,-0.08227928396193462,0.1910003438337451,0.06332299296468347,0.3359475330287893,0.02568776908740089,0.5510576741181201,-0.06335399936239228,0.34780395861133906,-0.22558037984707746,0.3072352041790387,-0.1601175223464446,0.23547467079994866,0.7862243291826725,0.19282785856979978,0.7092583370822052,0.16820210391664192,0.5180959231123594,0.11329989570945176,0.4904924881925503,0.06068298670845618,0.4934757573784069,0.1897756526544172,0.4895537504789318,0.06981218855794435,0.3956816429525627,0.08920575994601365,0.4273653160691567,0.046648524652564305,0.4361666009048073,0.01386621197496729,0.529020319009668,0.01453776099346249,-0.36381598707433316,0.19663907922521018,0.5050197296448059,-0.6677835112918867,0.12995072714230838,-0.39109633052019266,0.05377069672729573,-0.42083927829530765,-0.0011942224959563194,-0.37667776515142815,-0.011690502368288974,-0.41934722424455106,Pop
0.3008706201066136,0.03888756791176129,0.7194967710630575,-0.5423860278997489,-0.6349132691736412,-0.6898634231982412,0.6217177632761324,0.030388528637630197,0.10083460187769955,-0.01387089586185608,-0.27830166853293126,-0.3555644131253638,-0.06399999999999983,-1.0,0.643689405982071,-0.4882438446271572,-0.40573572979569184,-0.3834189715297881,0.6183123226500369,-0.6978770573640083,-0.09776190805702556,-0.6573899047509175,0.29629605071821064,-0.6757951307275263,0.05168708474262146,-0.37962267435236885,0.5688372769905201,-0.29674832968562237,0.1199792344797142,-0.33392061062279943,0.7267149104572621,-0.5789122122370648,-0.021562510676412683,-0.5149157314534705,0.2785426541434609,-0.8261655747226384,0.07461173615963776,-0.7934993992013601,0.3782031538497917,-0.6785029970419826,0.01170460088587788,0.47228137681450444,-0.08878660032306662,0.16632336048943608,0.03443211397019841,0.21362937269189208,-0.17780073673250385,-0.038055609086616426,-0.3435302374003062,-0.1475821324892781,-0.39007370077795134,0.062327607757370895,-0.17776533657981552,0.07067339635936376,0.02704859352387179,0.3353596275971391,-0.007225756879001732,0.0708980820663152,0.4750433783107262,0.27203660074571334,0.38933534929600366,0.14360034439155012,0.10478931029750349,0.19561091120984808,0.7004779333985681,-0.25781603417731835,0.7518853751118646,-0.2649798476667802,0.6504894274799518,-0.24917894337500068,0.6880287300108952,-0.26319854895813977,0.625991779497755,-0.36880514057331526,0.6533364416522263,-0.5466138749303473,0.4893857890090112,-0.5402803170932029,0.6452899342439333,-0.5933141107500269,0.7855428529758982,-0.5635080576663051,0.7649084258533767,-0.45431029485763186,-0.2392990934483908,-0.15758959028753083,0.393977782731309,-0.7876035823792343,0.18283197796843487,-0.21370971264761973,-0.2006999966064168,-0.8124210537281569,0.25239943459268965,-0.667959007057209,-0.2140977923796365,-0.5078808032402193,Pop
-0.2744532845019392,-0.04328403724063845,-0.014397361267248998,-0.03859970674878155,-0.11938118143999432,-0.5167220595915203,-0.17159660636708984,0.0866390150329246,-0.23250076992777258,-0.4017671100147351,-0.3744898620198227,-0.4742539462793627,-0.6285714285714283,-1.0,0.4202556643682459,-0.5114655067331975,0.10388857773489679,-0.004108178481580849,-0.14074678164592502,-0.30751909707472536,0.09223934417989788,0.21419168014515955,0.5746678312495088,-0.5470958583483604,-0.3238056542186453,-0.22265871863587106,0.747366474455398,-0.29572959491451956,-0.2315478126059273,0.06012765112756502,0.6004809809660545,-0.5786358124568266,-0.11573555444049494,-0.41010794587191857,-0.10214351916409403,-0.7231253361718897,-0.18313948753848774,-0.8119582449415519,-0.09531638058488567,-0.5761316234270479,-0.11351514682121266,0.4750724368951529,-0.4193472350693114,-0.22036757239461013,-0.16768499113209268,0.0022485034358048495,-0.35559773252939786,-0.13100472445704703,-0.23731250910627488,-0.044638453117683996,-0.012771511815176773,0.7052986288260576,-0.058955907928558426,0.02889421405506809,0.4639022730835718,0.2963469655425026,-0.23098860605553484,-0.10879559328436783,-0.1681545917591899,0.39630821911936565,-0.334713584938486,0.15907233983804447,-0.060670932452169146,0.2389444015902098,0.10010408261339707,-0.48243512678251965,0.3729597610123996,-0.33816324493585825,0.5002094514857993,-0.46011685603848096,0.4636479064084373,-0.47543823257241713,0.32689841969623035,-0.3869196861544427,0.4914962572634387,-0.6397788821557714,0.6253999677118164,-0.834038537922209,0.587261164798755,-0.7625155458834356,0.3392127766211954,-0.3652819336435794,0.5982582451021963,-0.3588198679842136,-0.008997858673203268,-0.42488195415774466,0.7020100718165087,-0.7294262853072607,0.0028971934045192715,-0.15913064368255792,-0.040442904407674535,-0.3322454474007803,-0.18360888161660605,-0.11653388870390313,-0.33197405317143175,-0.12314855283422355,Pop
0.03670696232894488,-0.04798650269790694,0.41938892122219174,-0.3790265439621513,-0.35700823764355993,-0.6233776857476554,0.22264983484237222,0.17555403099526545,-0.24463860027192164,-0.48504425300738974,-0.2660305943975053,-0.339564968922898,-0.3933333333333331,-1.0,0.6798007629228492,-0.7015259923951949,-0.1900887290894795,-0.1531167064422616,0.3760663328597713,-0.3056895732120155,-0.023330254083726742,-0.5693217262452853,0.4615372148352204,-0.6254767629577083,-0.13555409539412214,0.11887634052678897,0.4375553718946364,-0.27182007401771946,0.2074310597119577,-0.5002220606755707,0.7887102759700682,-0.7119970981197674,-0.12703570525439317,-0.33304396861698504,0.020842157701216057,-0.7959884808893208,-0.23422138085358526,-0.8093436705989199,0.24787978193712834,-0.7351811414307083,0.08378368589823815,0.3008885938182435,-0.2831577200441383,-0.17205974210226116,-0.2686800103932506,0.23928395848968886,-0.3864337112093412,-0.1915734282074173,-0.3386483224326583,0.002922665059226004,-0.38576028696130393,0.36328658650554724,-0.13852006985186727,-0.040718417427208164,0.12168504221272336,0.3762553421615249,-0.1002026056122225,0.24691519819587016,0.024978719821044493,0.3594285287703469,-0.2709048197462638,0.07445617409216587,0.03422382776971267,0.23478769549292666,0.6752662560041206,-0.7199606092892977,0.7907258575294965,-0.7786631169684435,0.619414863961711,-0.7556183853304976,0.6325330853348349,-0.7501221694824022,0.6815520755178492,-0.8763127431493093,0.747323608195684,-0.8526414163533174,0.6205234360956908,-0.8019082103103663,0.6631706613487942,-0.7879536752277172,0.7201792497038388,-0.7608470011178305,0.8773861895130934,-0.9015738984537711,0.14335933057382277,-0.253170982264854,0.49289961516617187,-0.6792523571029057,0.18318797966672795,0.2976725871180683,-0.004463515009666949,-0.26904405864304404,0.12067787164123364,-0.5491987847859492,-0.11398632644885881,-0.21466950124869455,Pop
-0.3172287040063513,0.16296960331497412,0.1347628369848115,-0.2749392813283488,-0.06443978291027763,-0.632523721938743,-0.19005211916138343,0.32214952788443285,-0.30071731176253746,-0.4664136583999471,-0.6270185731868704,-0.366603204447148,-0.45919999999999983,-1.0,-0.20047314688525653,-0.3919877513490313,-0.14795761056532675,0.019452201990572737,0.5571016074819213,-0.4114724071179521,0.11880878799023309,-0.3916171724900924,0.26677736784777406,-0.7267423537822951,-0.1655879824755454,-0.00023457335767673726,0.030029591047428278,-0.136156188584182,-0.12334087832015454,-0.0035847852985710915,0.33643034022446844,-0.2964563776044913,-0.7057902022559556,0.39824790557456935,-0.4838291908185869,-0.6755959671370412,-0.92408748100067,-0.7156806783243864,-0.24312033549067114,-0.5920813607034585,-0.25212151389673076,-0.005032625181080386,0.005070179126051233,0.7781400813805928,-0.48456279311010386,0.12341748341775505,-0.8041890530334332,-0.20599946884584097,-0.8718732547584098,-0.3422657165995844,-0.8066603337534621,-0.43923734050462027,-0.4785105007210231,0.028959106204358376,-0.6113727230088439,-0.14839256119254496,-0.5670166838330999,0.2514334828645082,-0.5236956719215936,-0.18424975928855136,-0.07896296024976168,0.27171256713298186,0.44433775409983856,0.720088899094014,-0.6496555935902147,-0.6229343207626812,-0.7267237605953331,-0.7098910894178481,-0.4476390702990509,-0.46851735489693624,0.15772661813886157,-0.43720481946889955,0.1480885294170161,-0.39236671732765205,-0.04466063193439351,-0.6921438459772213,-0.009787428725118119,-0.4481723674268979,0.22956165925799898,-0.40635723485162434,0.48610704306988384,-0.31583842356615366,0.6028372967838709,-0.6427548276985212,-0.40887133486225413,-0.31382208032384673,-0.2897669996029364,-0.44575529953629434,0.2842715533374678,0.23821676625349797,-0.46038946299296835,0.25612756508233736,-0.07024615921287217,0.7398880629223414,-0.9818488886752922,-0.19273767326741464,Pop
-0.25099006438391025,-0.2209311623286908,0.21828617792050964,-0.3698617005491742,-0.4258129297273987,-0.6232358204684403,-0.03643383469363726,0.038799128233964364,-0.37257906707116506,-0.4845512570355641,-0.6274812833729724,-0.5898974553146135,-0.6285714285714283,-1.0,0.19577920149020744,-0.2601042336386845,-0.10931883159601519,-0.4795004506124687,0.29508469389709435,-0.3407664991300432,-0.09633312507278213,-0.310054517214171,0.32766146095062704,-0.6457766597810868,0.09905134521866982,-0.3105673851207864,0.44237211828824496,-0.11863896219229875,0.3671186801203017,-0.640377479057408,0.9231803280824871,-0.8610881363114407,-0.0010343867862126488,-0.33363467360764876,0.15731443314028828,-0.6118995364349878,-0.2633065582524221,-0.7722384852050703,0.2317904491457653,-0.5802362889195165,0.2686416857495981,0.7614430626453708,-0.19353437045006727,0.20173467554359825,-0.5327526826375222,-0.23392516481673853,-0.63713223583462,-0.34570040885166486,-0.3841517587704564,-0.2676248150101328,-0.06591182246179783,0.7061786978884241,-0.1370662300053056,-0.23539324062296663,0.15521730847602733,0.4694305268550587,-0.3410575274327444,-0.01072324351366083,-0.5474574669405169,-0.18876062079540212,-0.618779676150343,-0.3946526579413311,0.024515345195996963,0.25878093494264975,0.14425514403761375,-0.19531371517882223,0.30174164068330545,-0.12506703872903469,0.2495490898807891,-0.02524035033305405,0.28596002333338094,-0.12852990393620933,0.38486588811135614,-0.01636409143173001,0.5083996635167003,-0.8459764295653993,0.5751394307080652,-0.9180160072552408,0.5223357579562293,-0.48263064771756947,0.20220851275787372,-0.28529654697370765,0.38128174717629104,0.09771984110173992,-0.33456355557465467,-0.4836906151199789,0.8762793041184002,-0.7343467914001354,0.007804083958071861,-0.17937161714891614,0.48398511438943925,-0.18514515777172424,0.052198763229754155,0.42693779662925624,-0.05672104604108047,0.09134456302104899,Pop
-0.22374105439813796,-0.2827522590789403,0.04257473697354919,-0.32776770679253797,0.12385801077204217,-0.2987213354607645,-0.19610066868698128,-0.09518181489228006,-0.16536503686581128,-0.5619764715414426,-0.3306989700071259,-0.5501592687599245,-0.15809523809523784,-1.0,0.22594784354026543,-0.4162134279741577,-0.19093818840944798,-0.16860544171079161,0.04597865673184298,-0.33271609655563905,-0.03230604317592112,-0.29043997126232457,0.4813069991100782,-0.5798234490458662,-0.44496094984572576,0.39438848779666724,0.4599534983744581,0.20048436747666787,0.38025090437230563,0.3780635894919724,0.7386122694129111,-0.14730605845243216,-0.226264539186541,1.0000000000000004,0.05672419440986309,-0.6879107287752413,-0.0816747015329367,-0.605361951316178,0.10058154872833105,-0.3640559500481151,-0.6908788581893524,-0.09931795947113153,-0.41223177449068393,0.11661835877376303,-0.2029744496089354,0.5405929559067144,-0.6919916894690415,-0.2945763614400725,-0.681839914753692,-0.2851011439637129,-0.5477750587035988,0.0903504083302098,-0.29368586535908237,0.416099676910912,-0.3920505558506884,0.3035919494654289,-0.5158711875428718,-0.04208104593341888,0.07770960717764774,0.5716439036548564,-0.18190595451801328,0.5378129338183699,-0.6561304639917475,-0.25012442183719097,0.3502684950502223,0.06483046473120546,0.35739730614779275,-0.26883440254616453,0.3420737438944407,-0.5269484532215097,0.3005152595586452,-0.52325012858871,0.1859988847209648,-0.5024763933510096,0.10797454682657229,-0.417615287976411,-0.014973917332998576,-0.4956395278220701,-0.008020955894732784,-0.45847137911047864,-0.04994534189390404,-0.4509556102079342,-0.01613862201873434,-0.322901988589963,-0.14609990811927287,0.375866964881435,0.13744388930048684,-0.699451586991785,-0.0128724359511673,-0.309290961050424,-0.4947140682086227,-0.43035883473223824,0.07207953539071861,-0.24464256015168928,-0.11966131648911756,-0.3769796890881538,Pop
-0.038448199126720706,-0.3247687318326017,0.6375693236837761,-0.36644196185797373,-0.4985940443227568,-0.72566758022452,0.39720254584441106,0.12797768663847453,-0.2335644162155337,-0.35802182470335786,-0.6373832813555559,-0.8086503288655305,0.5946666666666669,-1.0,0.5047596344734069,-0.535579202190441,-0.25228223728012855,-0.39536815140927606,0.6944950957112124,-0.2733384233638031,0.04966313205270445,-0.4473622052198901,0.7614076079669925,-0.6298205589506597,0.12275628040894776,-0.3632511625900623,0.49758180743923036,-0.4279553340277318,0.1944542086245869,-0.32575095530016474,0.613988782432725,-0.7206497581279627,0.10481157013584236,-0.5552588484944858,0.17095551963492778,-0.6761275575398736,-0.28266792973928645,-0.6730585359569964,0.3541708956117692,-0.7329492742718214,-0.3244194339579377,0.010238796244003145,-0.04383464511667112,0.354565171548044,0.00021164927356132068,-0.057812571761479914,0.4487152760800024,0.22786131413664257,0.04452958607633106,-0.1795796127142677,-0.11202220322417145,0.3615353711533509,0.22927939184282886,0.4408643956631648,0.3338405256425192,0.4379174619066055,0.3640563651376274,0.3776433393782239,0.12175476309494337,-0.05247911027287877,-0.09677349055077444,0.03589908789144114,-0.25080890142315504,-0.12075065372226534,0.8240804667783702,-0.5240046327645682,0.8889388978389207,-0.6605489581840329,0.7039538544917212,-0.8112996750669887,0.7351942466516898,-0.7560341042483858,0.616778236490658,-0.7321025719874328,0.6802169438098786,-0.7708645379518257,0.6226746954102201,-0.7649255408565255,0.6679904978706739,-0.6574577097320602,0.6475239161671084,-0.7164195722545346,0.6666873631617733,-0.6989458743309189,-0.6333375915943122,-0.38404775230733446,-0.05368884148425665,-0.6571035441535452,0.06580065052855855,-0.3719738029847246,-0.4448653167550501,0.37216233779253005,-0.13565221410538486,-0.5508493559046879,0.21214668985128993,-0.05961688934473175,Pop
0.6409618444857377,-0.07072437686874533,0.7095499717309364,-0.6788363796463843,-0.4668045342496221,-0.5638078621010523,0.7767862122817784,-0.37990219753050347,0.25980271297843127,-0.048660204721083566,0.4339943919525442,-0.07309043050290476,-0.3933333333333331,-1.0,0.5667959983039226,-0.5345303359992282,-0.5906491734669623,-0.4265930943844387,0.5351144228452593,-0.3184226301977813,-0.028662682653154803,0.01245342301844099,0.4113962679934293,-0.5388592055974628,-0.0865667311333207,-0.11874873080160087,0.09977695164985986,-0.026813571420856608,0.17988116699312806,-0.10324872361315163,0.4499317312657499,-0.6468107126637934,-0.08150294823483267,0.14711424155239405,0.19249007559913806,-0.6772929066800014,-0.11977888732335534,-0.7159380047614656,0.15132566417044446,-0.5643132349300134,-0.36118039256579004,0.0449846211676479,-0.15046573901503812,0.34683704353165057,-0.2507807828927364,-0.0032171711105826173,-0.010527932027721398,0.25359800140323574,0.01247690052074435,0.4404960389602839,-0.2746731081698277,-0.029423338958359357,0.31224858350757523,0.22485310518697665,0.0315119023828585,0.29242766220187777,-0.17675373149819562,0.49500426551918375,-0.275992358610732,0.06740436621931956,-0.3246434301117239,0.017682914363962743,-0.22377745454622722,0.00953908241920054,0.42586495633373445,-0.6220803795573852,0.464129005382024,-0.5517609001382452,0.42621831222249773,-0.4619081851326625,0.4394091098413545,-0.46493927911564137,0.3969605138060749,-0.4049405516095048,0.4124218528509745,-0.445302740929545,0.42583351409632286,-0.4205341054052315,0.420736298027668,-0.5188136690268399,0.5404464464694656,-0.5322024857377275,0.5373610734008266,-0.7155596146044579,-0.1887549908209742,-0.160025095646124,0.013166186606115737,-0.7413669599409114,0.20102570229700073,-0.777556235482781,-0.23630325565511412,-0.6852590888026799,0.09076014788321966,-0.7430058835222386,-0.21008859077006545,-0.871410897266032,Pop
